#date: 08.10.2020	time: 15:52:40
#t (s)	f (Hz)	A1 (V)	A2 (V)	ph(deg)	|Z|(Ohm)	Arg Z	Re Z(Ohm)	Im Z (deg)13.22	1.0000E+4	4.5005	4.5054	+1.4	7.977E+3	-93.3	-4.56E+2	-7.96E+3
13.44	2.0000E+4	4.4914	4.4973	+0.7	1.588E+4	-96.5	-1.80E+3	-1.58E+4
13.62	3.0000E+4	4.5050	4.5098	+2.3	4.859E+3	-92.7	-2.27E+2	-4.85E+3
13.80	4.0000E+4	4.4972	4.5017	+1.8	6.207E+3	-92.7	-2.96E+2	-6.20E+3
13.98	5.0000E+4	4.4937	4.4954	+2.1	5.321E+3	-91.6	-1.52E+2	-5.32E+3
14.17	6.0000E+4	4.4913	4.4941	+3.9	2.866E+3	-92.5	-1.24E+2	-2.86E+3
14.35	7.0000E+4	4.4918	4.4886	+5.2	2.148E+3	-92.1	-8.03E+1	-2.15E+3
14.53	8.0000E+4	4.4924	4.4809	+6.0	1.860E+3	-91.6	-5.21E+1	-1.86E+3
14.73	9.0000E+4	4.4893	4.4795	+6.5	1.718E+3	-92.2	-6.45E+1	-1.72E+3
14.91	1.0000E+5	4.4870	4.4712	+6.3	1.770E+3	-91.3	-4.05E+1	-1.77E+3
15.10	1.1000E+5	4.4855	4.4600	+10.0	1.115E+3	-93.1	-6.10E+1	-1.11E+3
15.28	1.2000E+5	4.4856	4.4486	+9.3	1.196E+3	-91.7	-3.61E+1	-1.20E+3
15.48	1.3000E+5	4.4825	4.4378	+6.9	1.607E+3	-88.7	3.65E+1	-1.61E+3
15.68	1.4000E+5	4.4756	4.4285	+10.9	1.020E+3	-92.3	-4.05E+1	-1.02E+3
15.86	1.5000E+5	4.4692	4.4129	+12.9	8.611E+2	-93.2	-4.87E+1	-8.60E+2
16.06	1.6000E+5	4.4671	4.4032	+12.4	8.943E+2	-92.4	-3.75E+1	-8.94E+2
16.25	1.7000E+5	4.4593	4.3808	+12.8	8.642E+2	-91.9	-2.83E+1	-8.64E+2
16.45	1.8000E+5	4.4548	4.3674	+12.9	8.561E+2	-91.4	-2.15E+1	-8.56E+2
16.68	1.9000E+5	4.4426	4.3486	+13.8	7.998E+2	-91.8	-2.58E+1	-7.99E+2
16.86	2.0000E+5	4.4429	4.3292	+16.0	6.886E+2	-92.7	-3.28E+1	-6.88E+2
17.06	2.1000E+5	4.4336	4.3084	+15.3	7.179E+2	-91.6	-1.96E+1	-7.18E+2
17.26	2.2000E+5	4.4217	4.2893	+15.2	7.213E+2	-91.1	-1.39E+1	-7.21E+2
17.46	2.3000E+5	4.4271	4.2674	+18.3	5.980E+2	-92.6	-2.76E+1	-5.97E+2
17.68	2.4000E+5	4.4119	4.2438	+15.2	7.153E+2	-89.3	8.54E+0	-7.15E+2
17.91	2.5000E+5	4.4061	4.2179	+17.1	6.348E+2	-90.3	-3.21E+0	-6.35E+2
18.11	2.6000E+5	4.3950	4.1930	+17.9	6.053E+2	-90.5	-4.83E+0	-6.05E+2
18.32	2.7000E+5	4.3873	4.1617	+19.5	5.540E+2	-91.0	-9.87E+0	-5.54E+2
18.52	2.8000E+5	4.3817	4.1302	+20.2	5.323E+2	-90.7	-6.35E+0	-5.32E+2
18.72	2.9000E+5	4.3781	4.1052	+20.4	5.245E+2	-90.1	-5.65E-1	-5.25E+2
18.92	3.0000E+5	4.3660	4.0677	+20.5	5.187E+2	-89.2	7.39E+0	-5.19E+2
19.16	3.1000E+5	4.3555	4.0370	+23.2	4.587E+2	-91.1	-9.01E+0	-4.59E+2
19.36	3.2000E+5	4.3493	4.0164	+22.0	4.807E+2	-89.4	4.78E+0	-4.81E+2
19.55	3.3000E+5	4.3395	3.9810	+24.8	4.264E+2	-91.3	-9.76E+0	-4.26E+2
19.79	3.4000E+5	4.3221	3.9431	+22.8	4.589E+2	-88.6	1.13E+1	-4.59E+2
19.99	3.5000E+5	4.3235	3.9096	+24.6	4.236E+2	-89.3	5.06E+0	-4.24E+2
20.20	3.6000E+5	4.3102	3.8793	+25.1	4.137E+2	-89.3	5.40E+0	-4.14E+2
20.42	3.7000E+5	4.3107	3.8482	+26.5	3.901E+2	-89.7	1.94E+0	-3.90E+2
20.62	3.8000E+5	4.2954	3.8153	+26.9	3.828E+2	-89.5	3.02E+0	-3.83E+2
20.84	3.9000E+5	4.2824	3.7880	+24.9	4.091E+2	-86.9	2.18E+1	-4.09E+2
21.05	4.0000E+5	4.2814	3.7598	+26.7	3.809E+2	-88.1	1.29E+1	-3.81E+2
21.25	4.1000E+5	4.2790	3.7429	+24.9	4.039E+2	-85.6	3.09E+1	-4.03E+2
21.45	4.2000E+5	4.2589	3.7052	+28.0	3.612E+2	-88.4	9.96E+0	-3.61E+2
21.65	4.3000E+5	4.2405	3.6712	+31.8	3.202E+2	-91.7	-9.62E+0	-3.20E+2
21.88	4.4000E+5	4.2275	3.6436	+31.1	3.254E+2	-90.6	-3.53E+0	-3.25E+2
22.10	4.5000E+5	4.2221	3.6105	+32.3	3.120E+2	-91.1	-5.76E+0	-3.12E+2
22.30	4.6000E+5	4.2105	3.5768	+31.1	3.207E+2	-89.2	4.20E+0	-3.21E+2
22.50	4.7000E+5	4.2074	3.5534	+31.2	3.178E+2	-88.8	6.64E+0	-3.18E+2
22.68	4.8000E+5	4.1939	3.5242	+32.2	3.075E+2	-89.4	3.38E+0	-3.07E+2
22.91	4.9000E+5	4.1893	3.5012	+31.5	3.117E+2	-88.1	1.01E+1	-3.12E+2
23.11	5.0000E+5	4.1776	3.4667	+31.9	3.060E+2	-87.9	1.11E+1	-3.06E+2
23.31	5.1000E+5	4.1695	3.4399	+36.1	2.729E+2	-91.7	-7.88E+0	-2.73E+2
23.53	5.2000E+5	4.1617	3.4124	+35.3	2.767E+2	-90.4	-1.82E+0	-2.77E+2
23.73	5.3000E+5	4.1477	3.3869	+34.9	2.783E+2	-89.6	1.75E+0	-2.78E+2
23.93	5.4000E+5	4.1425	3.3671	+36.8	2.645E+2	-91.2	-5.34E+0	-2.64E+2
24.16	5.5000E+5	4.1306	3.3336	+34.8	2.757E+2	-88.6	6.81E+0	-2.76E+2
24.36	5.6000E+5	4.1199	3.3056	+35.4	2.700E+2	-88.7	5.96E+0	-2.70E+2
24.56	5.7000E+5	4.1178	3.2832	+35.6	2.670E+2	-88.4	7.23E+0	-2.67E+2
24.76	5.8000E+5	4.1108	3.2487	+37.1	2.555E+2	-89.3	3.09E+0	-2.55E+2
24.98	5.9000E+5	4.0946	3.2195	+38.3	2.474E+2	-90.1	-5.98E-1	-2.47E+2
25.18	6.0000E+5	4.0787	3.1917	+37.5	2.506E+2	-89.0	4.45E+0	-2.51E+2
25.41	6.1000E+5	4.0710	3.1657	+38.5	2.436E+2	-89.5	1.95E+0	-2.44E+2
25.61	6.2000E+5	4.0664	3.1364	+38.3	2.426E+2	-88.8	5.27E+0	-2.43E+2
25.81	6.3000E+5	4.0577	3.1134	+39.1	2.372E+2	-89.2	3.29E+0	-2.37E+2
26.04	6.4000E+5	4.0510	3.0898	+40.3	2.300E+2	-90.0	-1.70E-2	-2.30E+2
26.24	6.5000E+5	4.0397	3.0688	+40.7	2.272E+2	-90.1	-5.35E-1	-2.27E+2
26.44	6.6000E+5	4.0319	3.0415	+39.6	2.307E+2	-88.5	5.84E+0	-2.31E+2
26.62	6.7000E+5	4.0234	3.0144	+42.3	2.171E+2	-90.8	-3.09E+0	-2.17E+2
26.86	6.8000E+5	4.0133	2.9889	+41.7	2.183E+2	-89.8	6.14E-1	-2.18E+2
27.06	6.9000E+5	3.9998	2.9624	+42.6	2.134E+2	-90.4	-1.43E+0	-2.13E+2
27.27	7.0000E+5	3.9936	2.9335	+43.2	2.092E+2	-90.5	-1.71E+0	-2.09E+2
27.47	7.1000E+5	3.9827	2.9048	+42.4	2.109E+2	-89.2	2.85E+0	-2.11E+2
27.67	7.2000E+5	3.9730	2.8735	+42.6	2.083E+2	-88.9	3.95E+0	-2.08E+2
27.89	7.3000E+5	3.9686	2.8461	+43.6	2.028E+2	-89.4	2.06E+0	-2.03E+2
28.09	7.4000E+5	3.9539	2.8167	+43.9	2.003E+2	-89.3	2.36E+0	-2.00E+2
28.29	7.5000E+5	3.9588	2.7850	+45.4	1.927E+2	-90.1	-3.64E-1	-1.93E+2
28.49	7.6000E+5	3.9458	2.7596	+44.6	1.942E+2	-89.0	3.50E+0	-1.94E+2
28.69	7.7000E+5	3.9338	2.7320	+47.5	1.836E+2	-91.5	-4.71E+0	-1.84E+2
28.90	7.8000E+5	3.9232	2.7058	+44.8	1.908E+2	-88.4	5.38E+0	-1.91E+2
29.10	7.9000E+5	3.9133	2.6785	+45.6	1.868E+2	-88.8	3.97E+0	-1.87E+2
29.32	8.0000E+5	3.8981	2.6596	+46.7	1.828E+2	-89.7	8.92E-1	-1.83E+2
29.52	8.1000E+5	3.9007	2.6357	+47.5	1.787E+2	-90.0	-2.52E-2	-1.79E+2
29.72	8.2000E+5	3.8959	2.6180	+45.3	1.842E+2	-87.5	8.13E+0	-1.84E+2
29.92	8.3000E+5	3.8914	2.5917	+46.3	1.795E+2	-88.0	6.17E+0	-1.79E+2
30.12	8.4000E+5	3.8823	2.5746	+47.7	1.748E+2	-89.2	2.33E+0	-1.75E+2
30.33	8.5000E+5	3.8725	2.5463	+46.5	1.766E+2	-87.6	7.50E+0	-1.76E+2
30.53	8.6000E+5	3.8648	2.5269	+49.2	1.684E+2	-90.0	-9.22E-2	-1.68E+2
30.73	8.7000E+5	3.8607	2.5032	+48.3	1.693E+2	-88.7	3.82E+0	-1.69E+2
30.95	8.8000E+5	3.8527	2.4851	+48.4	1.681E+2	-88.6	4.25E+0	-1.68E+2
31.15	8.9000E+5	3.8508	2.4647	+48.0	1.678E+2	-87.8	6.56E+0	-1.68E+2
31.35	9.0000E+5	3.8454	2.4487	+50.7	1.605E+2	-90.3	-7.07E-1	-1.60E+2
31.55	9.1000E+5	3.8402	2.4244	+49.9	1.609E+2	-89.0	2.69E+0	-1.61E+2
31.75	9.2000E+5	3.8325	2.4039	+51.2	1.569E+2	-90.0	-1.27E-1	-1.57E+2
31.96	9.3000E+5	3.8254	2.3871	+50.8	1.570E+2	-89.4	1.63E+0	-1.57E+2
32.16	9.4000E+5	3.8239	2.3660	+52.6	1.519E+2	-90.8	-2.17E+0	-1.52E+2
