#date: 08.10.2020	time: 16:23:12
#t (s)	f (Hz)	A1 (V)	A2 (V)	phase (deg)	|Z| (Ohm)	Arg Z (Ohm)	Re Z (Ohm)	Im Z (deg)4.93	1.0000E+4	3.5788	0.1167	-2.0	6.570E+0	+2.1	6.57E+0	2.37E-1
5.15	2.0000E+4	3.5751	0.1168	-4.5	6.586E+0	+4.7	6.56E+0	5.34E-1
5.36	3.0000E+4	3.5838	0.1180	-6.6	6.635E+0	+6.8	6.59E+0	7.88E-1
5.56	4.0000E+4	3.5763	0.1188	-9.3	6.696E+0	+9.6	6.60E+0	1.12E+0
5.78	5.0000E+4	3.5785	0.1198	-10.4	6.748E+0	+10.8	6.63E+0	1.26E+0
6.00	6.0000E+4	3.5809	0.1211	-12.0	6.822E+0	+12.4	6.66E+0	1.47E+0
6.20	7.0000E+4	3.5792	0.1225	-13.6	6.902E+0	+14.1	6.70E+0	1.68E+0
6.39	8.0000E+4	3.5799	0.1242	-16.3	6.998E+0	+16.9	6.70E+0	2.03E+0
6.59	9.0000E+4	3.5836	0.1263	-18.0	7.109E+0	+18.6	6.74E+0	2.27E+0
6.79	1.0000E+5	3.5853	0.1281	-20.4	7.206E+0	+21.1	6.72E+0	2.60E+0
6.99	1.1000E+5	3.5877	0.1303	-22.9	7.324E+0	+23.7	6.70E+0	2.95E+0
7.19	1.2000E+5	3.5867	0.1323	-23.3	7.442E+0	+24.2	6.79E+0	3.05E+0
7.39	1.3000E+5	3.5893	0.1348	-25.4	7.579E+0	+26.4	6.79E+0	3.36E+0
7.59	1.4000E+5	3.5891	0.1370	-26.4	7.708E+0	+27.4	6.84E+0	3.55E+0
7.81	1.5000E+5	3.5893	0.1399	-29.5	7.866E+0	+30.6	6.77E+0	4.01E+0
8.01	1.6000E+5	3.5928	0.1425	-30.4	8.006E+0	+31.6	6.82E+0	4.19E+0
8.21	1.7000E+5	3.5908	0.1452	-30.4	8.166E+0	+31.6	6.95E+0	4.28E+0
8.41	1.8000E+5	3.5948	0.1479	-31.8	8.311E+0	+33.1	6.96E+0	4.54E+0
8.61	1.9000E+5	3.5948	0.1505	-32.9	8.461E+0	+34.3	6.99E+0	4.76E+0
8.81	2.0000E+5	3.5907	0.1533	-32.4	8.633E+0	+33.8	7.18E+0	4.80E+0
9.01	2.1000E+5	3.5901	0.1563	-36.5	8.793E+0	+38.0	6.93E+0	5.42E+0
9.21	2.2000E+5	3.5914	0.1591	-36.5	8.957E+0	+38.1	7.05E+0	5.52E+0
9.42	2.3000E+5	3.5925	0.1622	-38.1	9.124E+0	+39.8	7.01E+0	5.84E+0
9.62	2.4000E+5	3.5966	0.1654	-38.2	9.299E+0	+39.9	7.14E+0	5.96E+0
9.84	2.5000E+5	3.5956	0.1684	-41.7	9.459E+0	+43.5	6.86E+0	6.52E+0
10.04	2.6000E+5	3.5997	0.1714	-39.3	9.638E+0	+41.1	7.26E+0	6.33E+0
10.24	2.7000E+5	3.5954	0.1749	-40.3	9.846E+0	+42.2	7.30E+0	6.61E+0
10.44	2.8000E+5	3.5985	0.1786	-40.7	1.005E+1	+42.6	7.40E+0	6.81E+0
10.64	2.9000E+5	3.5946	0.1824	-43.5	1.027E+1	+45.6	7.19E+0	7.33E+0
10.84	3.0000E+5	3.5985	0.1861	-42.9	1.048E+1	+45.0	7.41E+0	7.41E+0
11.04	3.1000E+5	3.5966	0.1898	-45.5	1.068E+1	+47.7	7.18E+0	7.90E+0
11.24	3.2000E+5	3.5989	0.1935	-45.2	1.089E+1	+47.5	7.36E+0	8.02E+0
11.43	3.3000E+5	3.5961	0.1966	-46.0	1.107E+1	+48.3	7.36E+0	8.27E+0
11.64	3.4000E+5	3.5969	0.1995	-48.3	1.122E+1	+50.8	7.10E+0	8.69E+0
11.83	3.5000E+5	3.5980	0.2031	-46.1	1.145E+1	+48.5	7.58E+0	8.58E+0
12.03	3.6000E+5	3.6038	0.2071	-47.4	1.165E+1	+49.9	7.50E+0	8.91E+0
12.23	3.7000E+5	3.5989	0.2104	-48.3	1.185E+1	+50.9	7.47E+0	9.20E+0
12.45	3.8000E+5	3.5928	0.2137	-46.9	1.208E+1	+49.5	7.84E+0	9.18E+0
12.66	3.9000E+5	3.5897	0.2173	-50.2	1.226E+1	+53.0	7.39E+0	9.79E+0
12.86	4.0000E+5	3.5872	0.2209	-47.8	1.251E+1	+50.5	7.96E+0	9.66E+0
13.06	4.1000E+5	3.6051	0.2250	-49.8	1.266E+1	+52.6	7.68E+0	1.01E+1
13.26	4.2000E+5	3.5996	0.2279	-50.2	1.285E+1	+53.1	7.72E+0	1.03E+1
13.46	4.3000E+5	3.5931	0.2313	-51.3	1.306E+1	+54.3	7.62E+0	1.06E+1
13.68	4.4000E+5	3.5897	0.2348	-51.2	1.328E+1	+54.2	7.76E+0	1.08E+1
13.88	4.5000E+5	3.5884	0.2379	-50.0	1.348E+1	+53.0	8.11E+0	1.08E+1
14.08	4.6000E+5	3.5869	0.2411	-54.2	1.362E+1	+57.4	7.33E+0	1.15E+1
14.28	4.7000E+5	3.5862	0.2452	-49.1	1.394E+1	+52.2	8.54E+0	1.10E+1
14.48	4.8000E+5	3.5866	0.2496	-52.3	1.415E+1	+55.6	8.00E+0	1.17E+1
14.68	4.9000E+5	3.5901	0.2540	-52.9	1.439E+1	+56.3	7.99E+0	1.20E+1
14.88	5.0000E+5	3.5972	0.2584	-55.4	1.458E+1	+58.9	7.52E+0	1.25E+1
15.08	5.1000E+5	3.5939	0.2632	-54.1	1.489E+1	+57.6	7.97E+0	1.26E+1
15.28	5.2000E+5	3.5908	0.2668	-53.8	1.513E+1	+57.4	8.15E+0	1.27E+1
15.47	5.3000E+5	3.5968	0.2705	-54.3	1.531E+1	+58.0	8.12E+0	1.30E+1
15.68	5.4000E+5	3.5941	0.2739	-53.6	1.553E+1	+57.3	8.40E+0	1.31E+1
15.87	5.5000E+5	3.5992	0.2779	-52.7	1.576E+1	+56.4	8.72E+0	1.31E+1
16.08	5.6000E+5	3.5918	0.2808	-55.4	1.592E+1	+59.3	8.14E+0	1.37E+1
16.27	5.7000E+5	3.5976	0.2841	-54.2	1.611E+1	+58.0	8.53E+0	1.37E+1
16.47	5.8000E+5	3.5995	0.2879	-54.5	1.632E+1	+58.4	8.55E+0	1.39E+1
16.67	5.9000E+5	3.5939	0.2917	-54.7	1.657E+1	+58.7	8.61E+0	1.42E+1
16.87	6.0000E+5	3.5948	0.2954	-54.5	1.678E+1	+58.5	8.77E+0	1.43E+1
17.07	6.1000E+5	3.5966	0.2993	-56.8	1.696E+1	+61.0	8.23E+0	1.48E+1
17.27	6.2000E+5	3.5908	0.3028	-53.6	1.727E+1	+57.7	9.23E+0	1.46E+1
17.49	6.3000E+5	3.5893	0.3066	-54.3	1.748E+1	+58.5	9.14E+0	1.49E+1
17.69	6.4000E+5	3.5917	0.3097	-54.9	1.764E+1	+59.1	9.05E+0	1.51E+1
17.89	6.5000E+5	3.5880	0.3132	-55.3	1.786E+1	+59.6	9.03E+0	1.54E+1
18.09	6.6000E+5	3.5978	0.3172	-56.2	1.802E+1	+60.6	8.85E+0	1.57E+1
18.29	6.7000E+5	3.5888	0.3202	-53.4	1.832E+1	+57.7	9.78E+0	1.55E+1
18.48	6.8000E+5	3.5917	0.3237	-56.7	1.843E+1	+61.2	8.87E+0	1.62E+1
18.69	6.9000E+5	3.5915	0.3276	-54.7	1.872E+1	+59.2	9.59E+0	1.61E+1
18.90	7.0000E+5	3.5852	0.3307	-56.9	1.888E+1	+61.6	8.99E+0	1.66E+1
19.10	7.1000E+5	3.5877	0.3342	-56.9	1.908E+1	+61.6	9.07E+0	1.68E+1
19.30	7.2000E+5	3.5908	0.3377	-53.8	1.936E+1	+58.4	1.01E+1	1.65E+1
19.50	7.3000E+5	3.5852	0.3413	-57.3	1.950E+1	+62.1	9.12E+0	1.72E+1
19.70	7.4000E+5	3.5881	0.3458	-56.8	1.977E+1	+61.7	9.38E+0	1.74E+1
19.90	7.5000E+5	3.5853	0.3502	-57.4	2.003E+1	+62.4	9.29E+0	1.77E+1
20.10	7.6000E+5	3.5884	0.3535	-55.6	2.027E+1	+60.5	9.97E+0	1.76E+1
20.30	7.7000E+5	3.5826	0.3576	-58.0	2.047E+1	+63.1	9.26E+0	1.83E+1
20.50	7.8000E+5	3.5860	0.3614	-56.2	2.074E+1	+61.3	9.97E+0	1.82E+1
20.70	7.9000E+5	3.5847	0.3654	-56.0	2.100E+1	+61.1	1.01E+1	1.84E+1
20.90	8.0000E+5	3.5843	0.3688	-57.8	2.114E+1	+63.1	9.58E+0	1.88E+1
21.10	8.1000E+5	3.5860	0.3730	-57.5	2.139E+1	+62.8	9.78E+0	1.90E+1
21.30	8.2000E+5	3.5853	0.3772	-56.8	2.167E+1	+62.1	1.01E+1	1.92E+1
21.50	8.3000E+5	3.5805	0.3810	-57.0	2.193E+1	+62.4	1.02E+1	1.94E+1
21.70	8.4000E+5	3.5913	0.3853	-59.3	2.203E+1	+64.9	9.35E+0	1.99E+1
21.89	8.5000E+5	3.5959	0.3897	-56.9	2.236E+1	+62.4	1.04E+1	1.98E+1
22.09	8.6000E+5	3.5839	0.3927	-55.7	2.267E+1	+61.2	1.09E+1	1.99E+1
22.29	8.7000E+5	3.5788	0.3959	-58.6	2.277E+1	+64.3	9.87E+0	2.05E+1
22.49	8.8000E+5	3.5770	0.3995	-58.7	2.300E+1	+64.5	9.91E+0	2.08E+1
22.73	8.9000E+5	3.5869	0.4039	-58.6	2.321E+1	+64.4	1.00E+1	2.09E+1
22.94	9.0000E+5	3.5816	0.4073	-59.8	2.339E+1	+65.8	9.61E+0	2.13E+1
23.14	9.1000E+5	3.5777	0.4114	-58.1	2.375E+1	+64.0	1.04E+1	2.13E+1
23.36	9.2000E+5	3.5797	0.4148	-59.2	2.389E+1	+65.2	1.00E+1	2.17E+1
23.57	9.3000E+5	3.5784	0.4179	-54.7	2.429E+1	+60.5	1.19E+1	2.11E+1
23.77	9.4000E+5	3.5765	0.4206	-57.9	2.433E+1	+64.0	1.07E+1	2.19E+1
23.99	9.5000E+5	3.5785	0.4255	-59.3	2.454E+1	+65.5	1.02E+1	2.23E+1
24.22	9.6000E+5	3.5679	0.4276	-57.1	2.485E+1	+63.2	1.12E+1	2.22E+1
24.44	9.7000E+5	3.5819	0.4316	-58.5	2.492E+1	+64.8	1.06E+1	2.25E+1
24.66	9.8000E+5	3.5751	0.4354	-57.1	2.528E+1	+63.3	1.13E+1	2.26E+1
24.87	9.9000E+5	3.5681	0.4388	-58.0	2.550E+1	+64.4	1.10E+1	2.30E+1
25.07	1.0000E+6	3.5695	0.4425	-57.7	2.573E+1	+64.1	1.12E+1	2.31E+1
25.27	1.0100E+6	3.5652	0.4469	-58.6	2.598E+1	+65.1	1.09E+1	2.36E+1
25.47	1.0200E+6	3.5624	0.4500	-57.7	2.624E+1	+64.2	1.14E+1	2.36E+1
25.67	1.0300E+6	3.5751	0.4538	-57.7	2.638E+1	+64.3	1.15E+1	2.38E+1
25.87	1.0400E+6	3.5695	0.4578	-57.3	2.669E+1	+63.9	1.17E+1	2.40E+1
26.07	1.0500E+6	3.5681	0.4612	-59.8	2.677E+1	+66.6	1.06E+1	2.46E+1
26.27	1.0600E+6	3.5751	0.4650	-58.5	2.702E+1	+65.3	1.13E+1	2.45E+1
26.47	1.0700E+6	3.5666	0.4684	-58.0	2.733E+1	+64.8	1.16E+1	2.47E+1
26.67	1.0800E+6	3.5638	0.4716	-59.1	2.749E+1	+66.0	1.12E+1	2.51E+1
26.87	1.0900E+6	3.5596	0.4759	-59.6	2.775E+1	+66.7	1.10E+1	2.55E+1
27.07	1.1000E+6	3.5737	0.4798	-58.9	2.792E+1	+65.9	1.14E+1	2.55E+1
27.27	1.1100E+6	3.5638	0.4838	-58.0	2.831E+1	+65.1	1.19E+1	2.57E+1
