x-axis,2
second,Volt
0.000000000000e+000, 2.78894e-003
1.562500000000e-005, 2.86432e-003
3.125000000000e-005, 2.88945e-003
4.687500000000e-005, 2.98995e-003
6.250000000000e-005, 3.09045e-003
7.812500000000e-005, 3.14070e-003
9.375000000000e-005, 3.16583e-003
1.093750000000e-004, 3.24121e-003
1.250000000000e-004, 3.26633e-003
1.406250000000e-004, 3.31658e-003
1.562500000000e-004, 3.34171e-003
1.718750000000e-004, 3.36683e-003
1.875000000000e-004, 3.49246e-003
2.031250000000e-004, 3.54271e-003
2.187500000000e-004, 3.56784e-003
2.343750000000e-004, 3.64322e-003
2.500000000000e-004, 3.74372e-003
2.656250000000e-004, 3.81910e-003
2.812500000000e-004, 3.86935e-003
2.968750000000e-004, 3.89447e-003
3.125000000000e-004, 3.96985e-003
3.281250000000e-004, 4.07035e-003
3.437500000000e-004, 4.12060e-003
3.593750000000e-004, 4.14573e-003
3.750000000000e-004, 4.24623e-003
3.906250000000e-004, 4.27136e-003
4.062500000000e-004, 4.37186e-003
4.218750000000e-004, 4.37186e-003
4.375000000000e-004, 4.44724e-003
4.531250000000e-004, 4.57286e-003
4.687500000000e-004, 4.64824e-003
4.843750000000e-004, 4.77387e-003
5.000000000000e-004, 4.79899e-003
5.156250000000e-004, 4.82412e-003
5.312500000000e-004, 4.84925e-003
5.468750000000e-004, 5.00000e-003
5.625000000000e-004, 5.05025e-003
5.781250000000e-004, 5.12563e-003
5.937500000000e-004, 5.20100e-003
6.093750000000e-004, 5.22613e-003
6.250000000000e-004, 5.25126e-003
6.406250000000e-004, 5.30151e-003
6.562500000000e-004, 5.37688e-003
6.718750000000e-004, 5.37688e-003
6.875000000000e-004, 5.45226e-003
7.031250000000e-004, 5.50251e-003
7.187500000000e-004, 5.60301e-003
7.343750000000e-004, 5.67839e-003
7.500000000000e-004, 5.77889e-003
7.656250000000e-004, 5.85427e-003
7.812500000000e-004, 5.90452e-003
7.968750000000e-004, 5.95477e-003
8.125000000000e-004, 5.95477e-003
8.281250000000e-004, 5.87940e-003
8.437500000000e-004, 6.03015e-003
8.593750000000e-004, 6.08040e-003
8.750000000000e-004, 6.13065e-003
8.906250000000e-004, 6.20603e-003
9.062500000000e-004, 6.30653e-003
9.218750000000e-004, 6.40704e-003
9.375000000000e-004, 6.45729e-003
9.531250000000e-004, 6.50754e-003
9.687500000000e-004, 6.58291e-003
9.843750000000e-004, 6.60804e-003
1.000000000000e-003, 6.75879e-003
1.015625000000e-003, 6.73367e-003
1.031250000000e-003, 6.73367e-003
1.046875000000e-003, 6.78392e-003
1.062500000000e-003, 6.80905e-003
1.078125000000e-003, 6.80905e-003
1.093750000000e-003, 6.93467e-003
1.109375000000e-003, 7.03518e-003
1.125000000000e-003, 7.08543e-003
1.140625000000e-003, 7.16080e-003
1.156250000000e-003, 7.16080e-003
1.171875000000e-003, 7.21106e-003
1.187500000000e-003, 7.23618e-003
1.203125000000e-003, 7.26131e-003
1.218750000000e-003, 7.31156e-003
1.234375000000e-003, 7.41206e-003
1.250000000000e-003, 7.41206e-003
1.265625000000e-003, 7.51256e-003
1.281250000000e-003, 7.56281e-003
1.296875000000e-003, 7.66332e-003
1.312500000000e-003, 7.68844e-003
1.328125000000e-003, 7.71357e-003
1.343750000000e-003, 7.83920e-003
1.359375000000e-003, 7.86432e-003
1.375000000000e-003, 7.96482e-003
1.390625000000e-003, 8.06533e-003
1.406250000000e-003, 8.09045e-003
1.421875000000e-003, 8.09045e-003
1.437500000000e-003, 8.11558e-003
1.453125000000e-003, 8.21608e-003
1.468750000000e-003, 8.19096e-003
1.484375000000e-003, 8.24121e-003
1.500000000000e-003, 8.34171e-003
1.515625000000e-003, 8.34171e-003
1.531250000000e-003, 8.39196e-003
1.546875000000e-003, 8.49246e-003
1.562500000000e-003, 8.51759e-003
1.578125000000e-003, 8.56784e-003
1.593750000000e-003, 8.64322e-003
1.609375000000e-003, 8.66834e-003
1.625000000000e-003, 8.79397e-003
1.640625000000e-003, 8.79397e-003
1.656250000000e-003, 8.79397e-003
1.671875000000e-003, 8.84422e-003
1.687500000000e-003, 8.89447e-003
1.703125000000e-003, 8.91960e-003
1.718750000000e-003, 9.02010e-003
1.734375000000e-003, 9.04523e-003
1.750000000000e-003, 9.09548e-003
1.765625000000e-003, 9.17085e-003
1.781250000000e-003, 9.12060e-003
1.796875000000e-003, 9.19598e-003
1.812500000000e-003, 9.24623e-003
1.828125000000e-003, 9.27136e-003
1.843750000000e-003, 9.34673e-003
1.859375000000e-003, 9.44724e-003
1.875000000000e-003, 9.49749e-003
1.890625000000e-003, 9.54774e-003
1.906250000000e-003, 9.59799e-003
1.921875000000e-003, 9.62312e-003
1.937500000000e-003, 9.69849e-003
1.953125000000e-003, 9.74874e-003
1.968750000000e-003, 9.79900e-003
1.984375000000e-003, 9.82412e-003
